# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	7725	8264	-					thpR	24815913	T478_RS00050	540		old_locus_tag=T478_0010
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	7725	8264	-	WP_048104266.1	WP_048104266.1		RNA 2',3'-cyclic phosphodiesterase	thpR	24815913	T478_RS00050	540	179	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	8329	8877	+						24815914	T478_RS00055	549		old_locus_tag=T478_0011
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	8329	8877	+	WP_238573595.1	WP_238573595.1		AAA family ATPase		24815914	T478_RS00055	549	182	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	8877	9260	+						24815915	T478_RS00060	384		old_locus_tag=T478_0012
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	8877	9260	+	WP_048104267.1	WP_048104267.1		hypothetical protein		24815915	T478_RS00060	384	127	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	9338	9625	+						24815916	T478_RS00065	288		old_locus_tag=T478_0013
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	9338	9625	+	WP_048104268.1	WP_048104268.1		hypothetical protein		24815916	T478_RS00065	288	95	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	9627	10523	-					rnz	24815917	T478_RS00070	897		old_locus_tag=T478_0014
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	9627	10523	-	WP_048104269.1	WP_048104269.1		ribonuclease Z	rnz	24815917	T478_RS00070	897	298	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	10534	11409	-					prs	24815918	T478_RS00075	876		old_locus_tag=T478_0015
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	10534	11409	-	WP_048104270.1	WP_048104270.1		ribose-phosphate diphosphokinase	prs	24815918	T478_RS00075	876	291	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	11435	11977	-						24815919	T478_RS00080	543		old_locus_tag=T478_0016
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	11435	11977	-	WP_146150877.1	WP_146150877.1		hypothetical protein		24815919	T478_RS00080	543	180	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	12083	13825	-						24815920	T478_RS00085	1743		old_locus_tag=T478_0017
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	12083	13825	-	WP_048106603.1	WP_048106603.1		mechanosensitive ion channel		24815920	T478_RS00085	1743	580	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	13982	15358	+						24815921	T478_RS00090	1377		old_locus_tag=T478_0018
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	13982	15358	+	WP_048104272.1	WP_048104272.1		lysine 2,3-aminomutase		24815921	T478_RS00090	1377	458	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	15385	15711	+						24815922	T478_RS00095	327		old_locus_tag=T478_0019
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	15385	15711	+	WP_048104273.1	WP_048104273.1		hypothetical protein		24815922	T478_RS00095	327	108	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	15849	16388	+						24815923	T478_RS00100	540		old_locus_tag=T478_0020
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	15849	16388	+	WP_048104274.1	WP_048104274.1		hemerythrin domain-containing protein		24815923	T478_RS00100	540	179	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	16421	16933	+					cysC	24815924	T478_RS00105	513		old_locus_tag=T478_0022
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	16421	16933	+	WP_082008705.1	WP_082008705.1		adenylyl-sulfate kinase	cysC	24815924	T478_RS00105	513	170	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	16917	17735	-						24815925	T478_RS00110	819		old_locus_tag=T478_0021
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	16917	17735	-	WP_048104275.1	WP_048104275.1		3'(2'),5'-bisphosphate nucleotidase CysQ		24815925	T478_RS00110	819	272	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	17728	17955	-						24815926	T478_RS00115	228		old_locus_tag=T478_0023
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	17728	17955	-	WP_048104276.1	WP_048104276.1		hypothetical protein		24815926	T478_RS00115	228	75	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	17983	18417	-						24815927	T478_RS00120	435		old_locus_tag=T478_0024
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	17983	18417	-	WP_052433792.1	WP_052433792.1		GtrA family protein		24815927	T478_RS00120	435	144	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	18685	19206	-						24815928	T478_RS00125	522		old_locus_tag=T478_0025
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	18685	19206	-	WP_048104277.1	WP_048104277.1		hypothetical protein		24815928	T478_RS00125	522	173	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	19326	19985	+						24815929	T478_RS00130	660		old_locus_tag=T478_0026
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	19326	19985	+	WP_048104278.1	WP_048104278.1		hypothetical protein		24815929	T478_RS00130	660	219	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	20108	20281	+						55863145	T478_RS07675	174		
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	20108	20281	+	WP_177313223.1	WP_177313223.1		hypothetical protein		55863145	T478_RS07675	174	57	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	20323	21474	+						24815930	T478_RS00135	1152		old_locus_tag=T478_0028
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	20323	21474	+	WP_048104279.1	WP_048104279.1		CDP-glycerol glycerophosphotransferase family protein		24815930	T478_RS00135	1152	383	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	21466	22989	-						24815931	T478_RS00140	1524		old_locus_tag=T478_0027
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	21466	22989	-	WP_048104280.1	WP_048104280.1		hypothetical protein		24815931	T478_RS00140	1524	507	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	23068	23502	-						24815932	T478_RS00145	435		old_locus_tag=T478_0029
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	23068	23502	-	WP_048106610.1	WP_048106610.1		transcriptional regulator		24815932	T478_RS00145	435	144	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	23754	24041	+						24815933	T478_RS00150	288		old_locus_tag=T478_0030
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	23754	24041	+	WP_177313224.1	WP_177313224.1		winged helix DNA-binding protein		24815933	T478_RS00150	288	95	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	24045	25073	+						24815934	T478_RS00155	1029		old_locus_tag=T478_0031
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	24045	25073	+	WP_048104281.1	WP_048104281.1		transcriptional regulator		24815934	T478_RS00155	1029	342	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	25066	26148	+						24815935	T478_RS00160	1083		old_locus_tag=T478_0032
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	25066	26148	+	WP_048104282.1	WP_048104282.1		hypothetical protein		24815935	T478_RS00160	1083	360	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	26181	26378	+						24815936	T478_RS00165	198		old_locus_tag=T478_0033
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	26181	26378	+	WP_048104283.1	WP_048104283.1		hypothetical protein		24815936	T478_RS00165	198	65	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	26435	26974	+					folE	24815937	T478_RS00170	540		old_locus_tag=T478_0034
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	26435	26974	+	WP_048104284.1	WP_048104284.1		GTP cyclohydrolase I FolE	folE	24815937	T478_RS00170	540	179	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	27018	27332	+						24815938	T478_RS00175	315		old_locus_tag=T478_0035
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	27018	27332	+	WP_048104285.1	WP_048104285.1		hypothetical protein		24815938	T478_RS00175	315	104	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	27335	28009	-						24815939	T478_RS00180	675		old_locus_tag=T478_0036
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	27335	28009	-	WP_048104286.1	WP_048104286.1		7-cyano-7-deazaguanine synthase		24815939	T478_RS00180	675	224	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	28013	28933	-						24815940	T478_RS00185	921		old_locus_tag=T478_0037
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	28013	28933	-	WP_048104287.1	WP_048104287.1		homoserine kinase		24815940	T478_RS00185	921	306	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	28933	29691	-						24815941	T478_RS00190	759		old_locus_tag=T478_0038
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	28933	29691	-	WP_048104288.1	WP_048104288.1		ATP/GTP-binding protein		24815941	T478_RS00190	759	252	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	29750	30766	+						24815942	T478_RS00195	1017		old_locus_tag=T478_0039
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	29750	30766	+	WP_048104289.1	WP_048104289.1		flippase-like domain-containing protein		24815942	T478_RS00195	1017	338	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	30770	31570	+						24815943	T478_RS00200	801		old_locus_tag=T478_0041
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	30770	31570	+	WP_048104290.1	WP_048104290.1		SDR family oxidoreductase		24815943	T478_RS00200	801	266	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	31567	31932	-						24815944	T478_RS00205	366		old_locus_tag=T478_0040
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	31567	31932	-	WP_048104291.1	WP_048104291.1		hypothetical protein		24815944	T478_RS00205	366	121	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	31947	32288	-						24815945	T478_RS00210	342		old_locus_tag=T478_0042
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	31947	32288	-	WP_048104292.1	WP_048104292.1		hypothetical protein		24815945	T478_RS00210	342	113	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	32442	33671	-						24815946	T478_RS00215	1230		old_locus_tag=T478_0043
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	32442	33671	-	WP_048104293.1	WP_048104293.1		glycosyl transferase		24815946	T478_RS00215	1230	409	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	33702	34820	-						24815947	T478_RS00220	1119		old_locus_tag=T478_0044
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	33702	34820	-	WP_048104294.1	WP_048104294.1		hypothetical protein		24815947	T478_RS00220	1119	372	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	34917	35636	+						24815948	T478_RS00225	720		old_locus_tag=T478_0045
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	34917	35636	+	WP_048104295.1	WP_048104295.1		phosphoadenylyl-sulfate reductase		24815948	T478_RS00225	720	239	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	35662	36789	+					sat	24815949	T478_RS00230	1128		old_locus_tag=T478_0046
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	35662	36789	+	WP_082008706.1	WP_082008706.1		sulfate adenylyltransferase	sat	24815949	T478_RS00230	1128	375	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	36820	37491	+						24815950	T478_RS00235	672		old_locus_tag=T478_0048
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	36820	37491	+	WP_048104297.1	WP_048104297.1		hypothetical protein		24815950	T478_RS00235	672	223	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	37475	38128	-						24815951	T478_RS00240	654		old_locus_tag=T478_0047
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	37475	38128	-	WP_048104298.1	WP_048104298.1		endonuclease III		24815951	T478_RS00240	654	217	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	38180	39343	+						24815952	T478_RS00245	1164		old_locus_tag=T478_0049
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	38180	39343	+	WP_048104299.1	WP_048104299.1		aconitase X catalytic domain-containing protein		24815952	T478_RS00245	1164	387	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	39340	39723	+						24815953	T478_RS00250	384		old_locus_tag=T478_0051
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	39340	39723	+	WP_048104300.1	WP_048104300.1		DUF126 domain-containing protein		24815953	T478_RS00250	384	127	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	39720	41624	-						24815954	T478_RS00255	1905		old_locus_tag=T478_0050
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	39720	41624	-	WP_048104301.1	WP_048104301.1		NFACT family protein		24815954	T478_RS00255	1905	634	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	41722	42261	+						24815955	T478_RS00260	540		old_locus_tag=T478_0052
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	41722	42261	+	WP_048104302.1	WP_048104302.1		hypothetical protein		24815955	T478_RS00260	540	179	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	42268	42858	+					cbiT	24815956	T478_RS00265	591		old_locus_tag=T478_0053
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	42268	42858	+	WP_048104303.1	WP_048104303.1		precorrin-6Y C5,15-methyltransferase (decarboxylating) subunit CbiT	cbiT	24815956	T478_RS00265	591	196	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	42895	43617	+					cobI	24815957	T478_RS00270	723		old_locus_tag=T478_0054
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	42895	43617	+	WP_048104304.1	WP_048104304.1		precorrin-2 C(20)-methyltransferase	cobI	24815957	T478_RS00270	723	240	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	43610	44386	+					cobM	24815958	T478_RS00275	777		old_locus_tag=T478_0056
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	43610	44386	+	WP_048104305.1	WP_048104305.1		precorrin-4 C(11)-methyltransferase	cobM	24815958	T478_RS00275	777	258	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	44370	45119	-						24815959	T478_RS00280	750		old_locus_tag=T478_0055
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	44370	45119	-	WP_238573598.1	WP_238573598.1		glutamate racemase		24815959	T478_RS00280	750	249	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	45205	45870	+						24815960	T478_RS00285	666		old_locus_tag=T478_0057
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	45205	45870	+	WP_048104306.1	WP_048104306.1		Snf7 family protein		24815960	T478_RS00285	666	221	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	45885	46598	-						24815961	T478_RS00290	714		old_locus_tag=T478_0058
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	45885	46598	-	WP_048104307.1	WP_048104307.1		polyprenol monophosphomannose synthase		24815961	T478_RS00290	714	237	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	46630	48087	-					glyS	24815962	T478_RS00295	1458		old_locus_tag=T478_0059
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	46630	48087	-	WP_048104308.1	WP_048104308.1		glycine--tRNA ligase	glyS	24815962	T478_RS00295	1458	485	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	48129	48968	-						24815963	T478_RS00300	840		old_locus_tag=T478_0060
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	48129	48968	-	WP_048104309.1	WP_048104309.1		deoxyribonuclease IV		24815963	T478_RS00300	840	279	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	49065	50075	+						24815964	T478_RS00305	1011		old_locus_tag=T478_0061
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	49065	50075	+	WP_048104310.1	WP_048104310.1		DNA primase		24815964	T478_RS00305	1011	336	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	50072	51193	+						24815965	T478_RS00310	1122		old_locus_tag=T478_0062
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	50072	51193	+	WP_048104311.1	WP_048104311.1		DNA primase		24815965	T478_RS00310	1122	373	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	51258	54110	+						24815966	T478_RS00315	2853		old_locus_tag=T478_0063
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	51258	54110	+	WP_048104312.1	WP_048104312.1		UPF0182 family protein		24815966	T478_RS00315	2853	950	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	54113	54649	+						24815967	T478_RS00320	537		old_locus_tag=T478_0064
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	54113	54649	+	WP_048104313.1	WP_048104313.1		gamma-glutamyl-gamma-aminobutyrate hydrolase family protein		24815967	T478_RS00320	537	178	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	54682	55650	+						24815968	T478_RS00325	969		old_locus_tag=T478_0065
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	54682	55650	+	WP_048104314.1	WP_048104314.1		hypothetical protein		24815968	T478_RS00325	969	322	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	55699	55872	-						43685766	T478_RS07595	174		old_locus_tag=T478_0066
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	55699	55872	-	WP_160271556.1	WP_160271556.1		hypothetical protein		43685766	T478_RS07595	174	57	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	55955	56131	+						24815969	T478_RS00330	177		old_locus_tag=T478_0067
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	55955	56131	+	WP_048106615.1	WP_048106615.1		hypothetical protein		24815969	T478_RS00330	177	58	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	56346	56780	+						24815970	T478_RS00335	435		old_locus_tag=T478_0068
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	56346	56780	+	WP_048106617.1	WP_048106617.1		30S ribosomal protein S6e		24815970	T478_RS00335	435	144	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	56819	58183	+						24815971	T478_RS00340	1365		old_locus_tag=T478_0069
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	56819	58183	+	WP_052433794.1	WP_052433794.1		DNA photolyase family protein		24815971	T478_RS00340	1365	454	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	58221	58781	+						24815972	T478_RS00345	561		old_locus_tag=T478_0070
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	58221	58781	+	WP_146150878.1	WP_146150878.1		hypothetical protein		24815972	T478_RS00345	561	186	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	58774	59829	+						24815973	T478_RS00350	1056		old_locus_tag=T478_0072
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	58774	59829	+	WP_052433795.1	WP_052433795.1		hypothetical protein		24815973	T478_RS00350	1056	351	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	59809	59970	-						43685767	T478_RS07600	162		old_locus_tag=T478_0071
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	59809	59970	-	WP_160271557.1	WP_160271557.1		hypothetical protein		43685767	T478_RS07600	162	53	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	60103	60789	+						24815974	T478_RS00355	687		old_locus_tag=T478_0074
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	60103	60789	+	WP_048104318.1	WP_048104318.1		PepSY domain-containing protein		24815974	T478_RS00355	687	228	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	60786	61205	-						24815975	T478_RS00360	420		old_locus_tag=T478_0073
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	60786	61205	-	WP_048106619.1	WP_048106619.1		hypothetical protein		24815975	T478_RS00360	420	139	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	61471	62070	+						24815976	T478_RS00365	600		old_locus_tag=T478_0076
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	61471	62070	+	WP_048104319.1	WP_048104319.1		hypothetical protein		24815976	T478_RS00365	600	199	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	62034	62525	-						24815977	T478_RS00370	492		old_locus_tag=T478_0075
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	62034	62525	-	WP_048104320.1	WP_048104320.1		hypothetical protein		24815977	T478_RS00370	492	163	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	62703	62981	+						24815978	T478_RS00375	279		old_locus_tag=T478_0077
