# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	16789	18738	+	WP_225971284.1	WP_225971284.1		sodium:solute symporter family protein		32900525	NMSP_RS00095	1950	649	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	18740	19255	+						32900526	NMSP_RS00100	516		old_locus_tag=NMSP_0020
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	18740	19255	+	WP_225971285.1	WP_225971285.1		hypothetical protein		32900526	NMSP_RS00100	516	171	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	19402	19593	-						32900527	NMSP_RS00105	192		old_locus_tag=NMSP_0022
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	19402	19593	-	WP_086906904.1	WP_086906904.1		hypothetical protein		32900527	NMSP_RS00105	192	63	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	19681	20061	+					crcB	32900528	NMSP_RS00110	381		old_locus_tag=NMSP_0023
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	19681	20061	+	WP_086906905.1	WP_086906905.1		fluoride efflux transporter CrcB	crcB	32900528	NMSP_RS00110	381	126	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	20068	20298	+						32900529	NMSP_RS00115	231		old_locus_tag=NMSP_0024
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	20068	20298	+	WP_086908292.1	WP_086908292.1		hypothetical protein		32900529	NMSP_RS00115	231	76	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	20398	20661	+						32900530	NMSP_RS00120	264		old_locus_tag=NMSP_0025
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	20398	20661	+	WP_225971286.1	WP_225971286.1		hypothetical protein		32900530	NMSP_RS00120	264	87	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	20651	22111	-						32900531	NMSP_RS00125	1461		old_locus_tag=NMSP_0026
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	20651	22111	-	WP_086908293.1	WP_086908293.1		cation:proton antiporter		32900531	NMSP_RS00125	1461	486	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	22218	22760	+						32900532	NMSP_RS00130	543		old_locus_tag=NMSP_0027
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	22218	22760	+	WP_086906907.1	WP_086906907.1		hemerythrin domain-containing protein		32900532	NMSP_RS00130	543	180	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	22798	23313	+					cysC	32900533	NMSP_RS00135	516		old_locus_tag=NMSP_0028
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	22798	23313	+	WP_086906908.1	WP_086906908.1		adenylyl-sulfate kinase	cysC	32900533	NMSP_RS00135	516	171	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	23305	24120	-						32900534	NMSP_RS00140	816		old_locus_tag=NMSP_0029
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	23305	24120	-	WP_086906909.1	WP_086906909.1		3'(2'),5'-bisphosphate nucleotidase CysQ		32900534	NMSP_RS00140	816	271	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	24134	24343	-						32900535	NMSP_RS00145	210		old_locus_tag=NMSP_0030
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	24134	24343	-	WP_086906910.1	WP_086906910.1		hypothetical protein		32900535	NMSP_RS00145	210	69	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	24384	25127	-						32900536	NMSP_RS00150	744		old_locus_tag=NMSP_0031
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	24384	25127	-	WP_086906911.1	WP_086906911.1		SDR family oxidoreductase		32900536	NMSP_RS00150	744	247	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	25389	25826	-						32900537	NMSP_RS00155	438		old_locus_tag=NMSP_0032
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	25389	25826	-	WP_086906912.1	WP_086906912.1		hypothetical protein		32900537	NMSP_RS00155	438	145	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	25942	26583	+						32900538	NMSP_RS00160	642		old_locus_tag=NMSP_0033
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	25942	26583	+	WP_086906913.1	WP_086906913.1		Snf7 family protein		32900538	NMSP_RS00160	642	213	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	26580	27053	-						32900539	NMSP_RS00165	474		old_locus_tag=NMSP_0034
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	26580	27053	-	WP_086906914.1	WP_086906914.1		transcriptional regulator		32900539	NMSP_RS00165	474	157	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	27285	27572	+						32900540	NMSP_RS00170	288		old_locus_tag=NMSP_0035
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	27285	27572	+	WP_192866175.1	WP_192866175.1		MarR family transcriptional regulator		32900540	NMSP_RS00170	288	95	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	27579	28589	+						32900541	NMSP_RS00175	1011		old_locus_tag=NMSP_0036
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	27579	28589	+	WP_086906916.1	WP_086906916.1		MarR family transcriptional regulator		32900541	NMSP_RS00175	1011	336	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	28586	29416	+						32900542	NMSP_RS00180	831		old_locus_tag=NMSP_0037
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	28586	29416	+	WP_086906917.1	WP_086906917.1		hypothetical protein		32900542	NMSP_RS00180	831	276	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	29448	29642	+						32900543	NMSP_RS00185	195		old_locus_tag=NMSP_0038
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	29448	29642	+	WP_086906918.1	WP_086906918.1		hypothetical protein		32900543	NMSP_RS00185	195	64	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	29687	30400	+						32900544	NMSP_RS00190	714		old_locus_tag=NMSP_0039
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	29687	30400	+	WP_086906919.1	WP_086906919.1		7-carboxy-7-deazaguanine synthase QueE		32900544	NMSP_RS00190	714	237	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	30464	31021	+					folE	32900545	NMSP_RS00195	558		old_locus_tag=NMSP_0040
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	30464	31021	+	WP_086906920.1	WP_086906920.1		GTP cyclohydrolase I FolE	folE	32900545	NMSP_RS00195	558	185	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	31063	31308	+						32900546	NMSP_RS00200	246		old_locus_tag=NMSP_0041
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	31063	31308	+	WP_086906921.1	WP_086906921.1		hypothetical protein		32900546	NMSP_RS00200	246	81	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	31314	31988	-						32900547	NMSP_RS00205	675		old_locus_tag=NMSP_0042
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	31314	31988	-	WP_086906922.1	WP_086906922.1		7-cyano-7-deazaguanine synthase		32900547	NMSP_RS00205	675	224	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	32003	32926	-						32900548	NMSP_RS00210	924		old_locus_tag=NMSP_0043
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	32003	32926	-	WP_086906923.1	WP_086906923.1		homoserine kinase		32900548	NMSP_RS00210	924	307	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	32927	33685	-						32900549	NMSP_RS00215	759		old_locus_tag=NMSP_0044
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	32927	33685	-	WP_086906924.1	WP_086906924.1		ATP/GTP-binding protein		32900549	NMSP_RS00215	759	252	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	33878	34894	+						32900550	NMSP_RS00220	1017		old_locus_tag=NMSP_0045
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	33878	34894	+	WP_086906925.1	WP_086906925.1		flippase-like domain-containing protein		32900550	NMSP_RS00220	1017	338	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	34929	35729	+						32900551	NMSP_RS00225	801		old_locus_tag=NMSP_0046
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	34929	35729	+	WP_086906926.1	WP_086906926.1		SDR family NAD(P)-dependent oxidoreductase		32900551	NMSP_RS00225	801	266	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	35735	36133	-						32900552	NMSP_RS00230	399		old_locus_tag=NMSP_0047
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	35735	36133	-	WP_086906927.1	WP_086906927.1		hypothetical protein		32900552	NMSP_RS00230	399	132	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	36146	36457	-						32900553	NMSP_RS00235	312		old_locus_tag=NMSP_0048
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	36146	36457	-	WP_086906928.1	WP_086906928.1		hypothetical protein		32900553	NMSP_RS00235	312	103	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	36611	37846	-						32900554	NMSP_RS00240	1236		old_locus_tag=NMSP_0049
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	36611	37846	-	WP_086906929.1	WP_086906929.1		glycosyltransferase		32900554	NMSP_RS00240	1236	411	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	37877	38992	-						32900555	NMSP_RS00245	1116		old_locus_tag=NMSP_0050
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	37877	38992	-	WP_086908295.1	WP_086908295.1		thiamine biosynthesis protein		32900555	NMSP_RS00245	1116	371	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	39077	39793	+						32900556	NMSP_RS00250	717		old_locus_tag=NMSP_0051
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	39077	39793	+	WP_086908294.1	WP_086908294.1		phosphoadenylyl-sulfate reductase		32900556	NMSP_RS00250	717	238	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	39804	40946	+					sat	32900557	NMSP_RS00255	1143		old_locus_tag=NMSP_0052
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	39804	40946	+	WP_086906930.1	WP_086906930.1		sulfate adenylyltransferase	sat	32900557	NMSP_RS00255	1143	380	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	40977	41642	+						32900558	NMSP_RS00260	666		old_locus_tag=NMSP_0053
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	40977	41642	+	WP_086906931.1	WP_086906931.1		hypothetical protein		32900558	NMSP_RS00260	666	221	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	41629	42279	-						32900559	NMSP_RS00265	651		old_locus_tag=NMSP_0054
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	41629	42279	-	WP_086906932.1	WP_086906932.1		endonuclease III		32900559	NMSP_RS00265	651	216	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	42334	43488	+						32900560	NMSP_RS00270	1155		old_locus_tag=NMSP_0055
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	42334	43488	+	WP_086906933.1	WP_086906933.1		aconitase X catalytic domain-containing protein		32900560	NMSP_RS00270	1155	384	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	43485	43874	+						32900561	NMSP_RS00275	390		old_locus_tag=NMSP_0056
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	43485	43874	+	WP_086906934.1	WP_086906934.1		DUF126 domain-containing protein		32900561	NMSP_RS00275	390	129	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	43852	45801	-						32900562	NMSP_RS00280	1950		old_locus_tag=NMSP_0057
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	43852	45801	-	WP_086906935.1	WP_086906935.1		NFACT family protein		32900562	NMSP_RS00280	1950	649	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	45906	46388	+						32900563	NMSP_RS00285	483		old_locus_tag=NMSP_0058
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	45906	46388	+	WP_086906936.1	WP_086906936.1		hypothetical protein		32900563	NMSP_RS00285	483	160	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	46415	47005	+					cbiT	32900564	NMSP_RS00290	591		old_locus_tag=NMSP_0059
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	46415	47005	+	WP_086906937.1	WP_086906937.1		precorrin-6Y C5,15-methyltransferase (decarboxylating) subunit CbiT	cbiT	32900564	NMSP_RS00290	591	196	
gene	pseudogene	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	47845	48216	+						32900565	NMSP_RS00295	372		partial;pseudo
CDS	without_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	47845	48216	+				peptidylprolyl isomerase		32900565	NMSP_RS00295	372		partial;pseudo
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	48420	49142	+					cobI	32900566	NMSP_RS00300	723		old_locus_tag=NMSP_0061
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	48420	49142	+	WP_086906938.1	WP_086906938.1		precorrin-2 C(20)-methyltransferase	cobI	32900566	NMSP_RS00300	723	240	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	49135	49899	+					cobM	32900567	NMSP_RS00305	765		old_locus_tag=NMSP_0062
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	49135	49899	+	WP_086906939.1	WP_086906939.1		precorrin-4 C(11)-methyltransferase	cobM	32900567	NMSP_RS00305	765	254	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	49892	50656	-						32900568	NMSP_RS00310	765		old_locus_tag=NMSP_0063
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	49892	50656	-	WP_086906940.1	WP_086906940.1		aspartate/glutamate racemase family protein		32900568	NMSP_RS00310	765	254	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	50763	51416	+						32900569	NMSP_RS00315	654		old_locus_tag=NMSP_0064
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	50763	51416	+	WP_067957342.1	WP_067957342.1		Snf7 family protein		32900569	NMSP_RS00315	654	217	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	51490	52947	-					glyS	32900570	NMSP_RS00320	1458		old_locus_tag=NMSP_0065
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	51490	52947	-	WP_086906941.1	WP_086906941.1		glycine--tRNA ligase	glyS	32900570	NMSP_RS00320	1458	485	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	52979	53818	-						32900571	NMSP_RS00325	840		old_locus_tag=NMSP_0066
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	52979	53818	-	WP_086906942.1	WP_086906942.1		deoxyribonuclease IV		32900571	NMSP_RS00325	840	279	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	53905	54933	+						32900572	NMSP_RS00330	1029		old_locus_tag=NMSP_0067
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	53905	54933	+	WP_086906943.1	WP_086906943.1		DNA primase		32900572	NMSP_RS00330	1029	342	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	54933	56057	+						32900573	NMSP_RS00335	1125		old_locus_tag=NMSP_0068
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	54933	56057	+	WP_086906944.1	WP_086906944.1		DNA primase		32900573	NMSP_RS00335	1125	374	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	56099	58960	+						32900574	NMSP_RS00340	2862		old_locus_tag=NMSP_0069
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	56099	58960	+	WP_225971287.1	WP_225971287.1		UPF0182 family protein		32900574	NMSP_RS00340	2862	953	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	58961	59503	+						32900575	NMSP_RS00345	543		old_locus_tag=NMSP_0070
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	58961	59503	+	WP_086906946.1	WP_086906946.1		gamma-glutamyl-gamma-aminobutyrate hydrolase family protein		32900575	NMSP_RS00345	543	180	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	59537	60499	+						32900576	NMSP_RS00350	963		old_locus_tag=NMSP_0071
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	59537	60499	+	WP_086906947.1	WP_086906947.1		tetratricopeptide repeat protein		32900576	NMSP_RS00350	963	320	
gene	tRNA	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	60500	60573	-						32900577	NMSP_RS00355	74		old_locus_tag=NMSP_0072
tRNA		GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	60500	60573	-				tRNA-Gly		32900577	NMSP_RS00355	74		anticodon=CCC
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	60623	60796	+						32900578	NMSP_RS00360	174		old_locus_tag=NMSP_0073
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	60623	60796	+	WP_067957386.1	WP_067957386.1		zinc-domain-containing protein		32900578	NMSP_RS00360	174	57	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	60994	61392	+						32900579	NMSP_RS00365	399		old_locus_tag=NMSP_0075
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	60994	61392	+	WP_086906948.1	WP_086906948.1		30S ribosomal protein S6e		32900579	NMSP_RS00365	399	132	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	61424	62686	+						32900580	NMSP_RS00370	1263		old_locus_tag=NMSP_0076
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	61424	62686	+	WP_086906949.1	WP_086906949.1		translation initiation factor IF-2 subunit gamma		32900580	NMSP_RS00370	1263	420	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	62679	63047	+						32900581	NMSP_RS00375	369		old_locus_tag=NMSP_0077
