# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	9524	10444	+	WP_011761773.1	WP_011761773.1		DUF1152 domain-containing protein		4616846	PISL_RS00070	921	306	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	10441	11241	-						4617428	PISL_RS00075	801		old_locus_tag=Pisl_0013
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	10441	11241	-	WP_011761774.1	WP_011761774.1		hypothetical protein		4617428	PISL_RS00075	801	266	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	11280	12122	-						4618191	PISL_RS00080	843		old_locus_tag=Pisl_0014
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	11280	12122	-	WP_011761775.1	WP_011761775.1		TFIIB-type zinc ribbon-containing protein		4618191	PISL_RS00080	843	280	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	12119	13117	-						4617757	PISL_RS00085	999		old_locus_tag=Pisl_0015
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	12119	13117	-	WP_011761776.1	WP_011761776.1		hypothetical protein		4617757	PISL_RS00085	999	332	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	13170	14108	+						4616857	PISL_RS00090	939		old_locus_tag=Pisl_0016
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	13170	14108	+	WP_011761777.1	WP_011761777.1		aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme		4616857	PISL_RS00090	939	312	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	14031	14945	-						4618172	PISL_RS00095	915		old_locus_tag=Pisl_0017
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	14031	14945	-	WP_011761778.1	WP_011761778.1		tRNA 2-thiocytidine biosynthesis TtcA family protein		4618172	PISL_RS00095	915	304	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	14984	15613	+						4618006	PISL_RS00100	630		old_locus_tag=Pisl_0018
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	14984	15613	+	WP_011761779.1	WP_011761779.1		RNA 2'-phosphotransferase		4618006	PISL_RS00100	630	209	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	16178	17188	-						63606485	PISL_RS11145	1011		old_locus_tag=Pisl_0019
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	16178	17188	-	WP_209319996.1	WP_209319996.1		hypothetical protein		63606485	PISL_RS11145	1011	336	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	17273	18145	+						4616576	PISL_RS00110	873		old_locus_tag=Pisl_0020
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	17273	18145	+	WP_011761781.1	WP_011761781.1		helix-turn-helix domain-containing protein		4616576	PISL_RS00110	873	290	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	18145	19062	+						4618109	PISL_RS00115	918		old_locus_tag=Pisl_0021
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	18145	19062	+	WP_011761782.1	WP_011761782.1		MBL fold metallo-hydrolase		4618109	PISL_RS00115	918	305	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	19059	20138	-					amrS	4617935	PISL_RS00120	1080		old_locus_tag=Pisl_0022
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	19059	20138	-	WP_245218470.1	WP_245218470.1		AmmeMemoRadiSam system radical SAM enzyme	amrS	4617935	PISL_RS00120	1080	359	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	20302	20532	+						4616734	PISL_RS00125	231		old_locus_tag=Pisl_0023
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	20302	20532	+	WP_011761784.1	WP_011761784.1		hypothetical protein		4616734	PISL_RS00125	231	76	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	20507	22588	-						4618095	PISL_RS00130	2082		old_locus_tag=Pisl_0024
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	20507	22588	-	WP_011761785.1	WP_011761785.1		hypothetical protein		4618095	PISL_RS00130	2082	693	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	22669	23862	+						4617081	PISL_RS00135	1194		old_locus_tag=Pisl_0025
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	22669	23862	+	WP_053240218.1	WP_053240218.1		ABC transporter permease		4617081	PISL_RS00135	1194	397	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	23859	24401	+						4616580	PISL_RS00140	543		old_locus_tag=Pisl_0026
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	23859	24401	+	WP_011761787.1	WP_011761787.1		hypothetical protein		4616580	PISL_RS00140	543	180	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	24374	24631	+						4618156	PISL_RS00145	258		old_locus_tag=Pisl_0027
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	24374	24631	+	WP_011761788.1	WP_011761788.1		transcriptional regulator		4618156	PISL_RS00145	258	85	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	24739	24957	-						25478806	PISL_RS00150	219		
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	24739	24957	-	WP_053240219.1	WP_053240219.1		hypothetical protein		25478806	PISL_RS00150	219	72	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	25003	26415	-						4617693	PISL_RS00155	1413		old_locus_tag=Pisl_0028
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	25003	26415	-	WP_011761789.1	WP_011761789.1		ABC transporter substrate-binding protein		4617693	PISL_RS00155	1413	470	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	26445	27653	-						4616478	PISL_RS00160	1209		old_locus_tag=Pisl_0029
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	26445	27653	-	WP_011761790.1	WP_011761790.1		acetyl-CoA C-acetyltransferase		4616478	PISL_RS00160	1209	402	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	27724	28878	+						4617391	PISL_RS00165	1155		old_locus_tag=Pisl_0030
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	27724	28878	+	WP_011761791.1	WP_011761791.1		cobalamin-independent methionine synthase II family protein		4617391	PISL_RS00165	1155	384	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	29213	30181	+						4617311	PISL_RS00170	969		old_locus_tag=Pisl_0031
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	29213	30181	+	WP_167827575.1	WP_167827575.1		tRNA (guanine-N1)-methyltransferase		4617311	PISL_RS00170	969	322	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	30173	31096	-						4616522	PISL_RS00175	924		old_locus_tag=Pisl_0032
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	30173	31096	-	WP_011761793.1	WP_011761793.1		dipeptidase		4616522	PISL_RS00175	924	307	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	31259	31909	-						4617906	PISL_RS00180	651		old_locus_tag=Pisl_0034
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	31259	31909	-	WP_011761795.1	WP_011761795.1		7-carboxy-7-deazaguanine synthase QueE		4617906	PISL_RS00180	651	216	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	31906	32334	-						4617904	PISL_RS00185	429		old_locus_tag=Pisl_0035
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	31906	32334	-	WP_053240220.1	WP_053240220.1		hypothetical protein		4617904	PISL_RS00185	429	142	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	32578	33774	-						4616750	PISL_RS00190	1197		old_locus_tag=Pisl_0036
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	32578	33774	-	WP_011761797.1	WP_011761797.1		SufD family Fe-S cluster assembly protein		4616750	PISL_RS00190	1197	398	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	33752	34438	-						4616488	PISL_RS00195	687		old_locus_tag=Pisl_0037
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	33752	34438	-	WP_011761798.1	WP_011761798.1		ATP-binding cassette domain-containing protein		4616488	PISL_RS00195	687	228	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	34482	34907	-						4618201	PISL_RS00200	426		old_locus_tag=Pisl_0038
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	34482	34907	-	WP_011761799.1	WP_011761799.1		PadR family transcriptional regulator		4618201	PISL_RS00200	426	141	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	34998	35900	+						4618028	PISL_RS00205	903		old_locus_tag=Pisl_0039
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	34998	35900	+	WP_053240519.1	WP_053240519.1		fumarylacetoacetate hydrolase family protein		4618028	PISL_RS00205	903	300	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	35901	36635	-						4618053	PISL_RS00210	735		old_locus_tag=Pisl_0040
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	35901	36635	-	WP_011761801.1	WP_011761801.1		hypothetical protein		4618053	PISL_RS00210	735	244	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	36773	37198	+						4617064	PISL_RS00215	426		old_locus_tag=Pisl_0041
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	36773	37198	+	WP_011761802.1	WP_011761802.1		hypothetical protein		4617064	PISL_RS00215	426	141	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	37219	38229	+					hemB	4617705	PISL_RS00220	1011		old_locus_tag=Pisl_0042
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	37219	38229	+	WP_011761803.1	WP_011761803.1		porphobilinogen synthase	hemB	4617705	PISL_RS00220	1011	336	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	38226	38591	-						4617733	PISL_RS00225	366		old_locus_tag=Pisl_0043
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	38226	38591	-	WP_053240221.1	WP_053240221.1		hypothetical protein		4617733	PISL_RS00225	366	121	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	39970	40938	+						4617312	PISL_RS00230	969		old_locus_tag=Pisl_0044
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	39970	40938	+	WP_053240222.1	WP_053240222.1		Lrp/AsnC family transcriptional regulator		4617312	PISL_RS00230	969	322	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	40935	41828	-						4617879	PISL_RS00235	894		old_locus_tag=Pisl_0045
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	40935	41828	-	WP_011761806.1	WP_011761806.1		LysR family transcriptional regulator		4617879	PISL_RS00235	894	297	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	41861	42790	+						4617767	PISL_RS00240	930		old_locus_tag=Pisl_0046
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	41861	42790	+	WP_011761807.1	WP_011761807.1		substrate-binding domain-containing protein		4617767	PISL_RS00240	930	309	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	42780	43424	+						4616483	PISL_RS00245	645		old_locus_tag=Pisl_0047
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	42780	43424	+	WP_011761808.1	WP_011761808.1		ABC transporter permease		4616483	PISL_RS00245	645	214	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	43460	44020	+						4616903	PISL_RS00250	561		old_locus_tag=Pisl_0048
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	43460	44020	+	WP_245218404.1	WP_245218404.1		ABC transporter ATP-binding protein		4616903	PISL_RS00250	561	186	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	44006	44341	-						4616790	PISL_RS00255	336		old_locus_tag=Pisl_0049
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	44006	44341	-	WP_011761810.1	WP_011761810.1		HEPN domain-containing protein		4616790	PISL_RS00255	336	111	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	44350	45255	-					hemC	4616866	PISL_RS00260	906		old_locus_tag=Pisl_0050
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	44350	45255	-	WP_011761811.1	WP_011761811.1		hydroxymethylbilane synthase	hemC	4616866	PISL_RS00260	906	301	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	45252	46385	-						4617105	PISL_RS00265	1134		old_locus_tag=Pisl_0051
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	45252	46385	-	WP_053240521.1	WP_053240521.1		radical SAM protein		4617105	PISL_RS00265	1134	377	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	46476	47822	+						4616355	PISL_RS00270	1347		old_locus_tag=Pisl_0052
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	46476	47822	+	WP_011761813.1	WP_011761813.1		DUF402 domain-containing protein		4616355	PISL_RS00270	1347	448	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	47788	48063	-						4616754	PISL_RS00275	276		old_locus_tag=Pisl_0053
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	47788	48063	-	WP_011761814.1	WP_011761814.1		ATP cone domain-containing protein		4616754	PISL_RS00275	276	91	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	48082	48978	-						4616739	PISL_RS00280	897		old_locus_tag=Pisl_0054
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	48082	48978	-	WP_011761815.1	WP_011761815.1		homoserine kinase		4616739	PISL_RS00280	897	298	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	49391	50677	-						4617802	PISL_RS00285	1287		old_locus_tag=Pisl_0055
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	49391	50677	-	WP_011761816.1	WP_011761816.1		APC family permease		4617802	PISL_RS00285	1287	428	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	50737	51762	+						4616818	PISL_RS00290	1026		old_locus_tag=Pisl_0056
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	50737	51762	+	WP_011761817.1	WP_011761817.1		glycosyltransferase family 2 protein		4616818	PISL_RS00290	1026	341	
gene	tRNA	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	51821	51892	-						4616372	PISL_RS00295	72		old_locus_tag=Pisl_R0002
tRNA		GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	51821	51892	-				tRNA-His		4616372	PISL_RS00295	72		anticodon=GTG
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	52005	52658	-						4617444	PISL_RS00300	654		old_locus_tag=Pisl_0057
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	52005	52658	-	WP_011761818.1	WP_011761818.1		ATP-binding cassette domain-containing protein		4617444	PISL_RS00300	654	217	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	52643	53344	-						4617442	PISL_RS00305	702		old_locus_tag=Pisl_0058
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	52643	53344	-	WP_011761819.1	WP_011761819.1		sulfate ABC transporter permease		4617442	PISL_RS00305	702	233	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	53569	55635	+						4617439	PISL_RS00310	2067		old_locus_tag=Pisl_0059
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	53569	55635	+	WP_011761820.1	WP_011761820.1		ABC transporter substrate-binding protein		4617439	PISL_RS00310	2067	688	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	55655	56473	+					modD	4617437	PISL_RS00315	819		old_locus_tag=Pisl_0060
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	55655	56473	+	WP_011761821.1	WP_011761821.1		ModD protein	modD	4617437	PISL_RS00315	819	272	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	56646	57761	+						4617282	PISL_RS00320	1116		old_locus_tag=Pisl_0061
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	56646	57761	+	WP_011761822.1	WP_011761822.1		hypothetical protein		4617282	PISL_RS00320	1116	371	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	57788	58216	+						4617280	PISL_RS00325	429		old_locus_tag=Pisl_0062
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	57788	58216	+	WP_053240223.1	WP_053240223.1		hypothetical protein		4617280	PISL_RS00325	429	142	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	58311	58511	-						25478807	PISL_RS00330	201		
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	58311	58511	-	WP_167827576.1	WP_167827576.1		hypothetical protein		25478807	PISL_RS00330	201	66	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	58583	59317	-						4617250	PISL_RS00335	735		old_locus_tag=Pisl_0063
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	58583	59317	-	WP_167827577.1	WP_167827577.1		DUF4352 domain-containing protein		4617250	PISL_RS00335	735	244	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	59966	60223	-						4617256	PISL_RS00345	258		old_locus_tag=Pisl_0064
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	59966	60223	-	WP_245218405.1	WP_245218405.1		nucleotidyltransferase domain-containing protein		4617256	PISL_RS00345	258	85	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	60312	60512	-						71810733	PISL_RS11200	201		old_locus_tag=Pisl_0065
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	60312	60512	-	WP_245218471.1	WP_245218471.1		HEPN domain-containing protein		71810733	PISL_RS11200	201	66	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	60570	60659	-						71810734	PISL_RS11205	90		
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	60570	60659	-	WP_245218406.1	WP_245218406.1		HEPN domain-containing protein		71810734	PISL_RS11205	90	29	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	60983	61315	+						4617266	PISL_RS00355	333		old_locus_tag=Pisl_0066
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	60983	61315	+	WP_011761827.1	WP_011761827.1		hypothetical protein		4617266	PISL_RS00355	333	110	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	61701	61976	+						71810735	PISL_RS11210	276		old_locus_tag=Pisl_0067
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	61701	61976	+	WP_011761828.1	WP_011761828.1		hypothetical protein		71810735	PISL_RS11210	276	91	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	62226	62312	+						71810736	PISL_RS11215	87		
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	62226	62312	+	WP_245218472.1	WP_245218472.1		hypothetical protein		71810736	PISL_RS11215	87	28	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	62407	62550	+						52278159	PISL_RS10385	144		
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	62407	62550	+	WP_167827579.1	WP_167827579.1		hypothetical protein		52278159	PISL_RS10385	144	47	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	62569	62718	+						52278160	PISL_RS10390	150		
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	62569	62718	+	WP_167827580.1	WP_167827580.1		hypothetical protein		52278160	PISL_RS10390	150	49	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	62931	63833	-						4617259	PISL_RS00365	903		old_locus_tag=Pisl_0068
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	62931	63833	-	WP_011761829.1	WP_011761829.1		hypothetical protein		4617259	PISL_RS00365	903	300	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	63862	65289	+						4617321	PISL_RS00370	1428		old_locus_tag=Pisl_0069
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	63862	65289	+	WP_011761830.1	WP_011761830.1		AAA family ATPase		4617321	PISL_RS00370	1428	475	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	65293	66447	+						4617164	PISL_RS00375	1155		old_locus_tag=Pisl_0070
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	65293	66447	+	WP_011761831.1	WP_011761831.1		hypothetical protein		4617164	PISL_RS00375	1155	384	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	66475	66819	+						4617366	PISL_RS00380	345		old_locus_tag=Pisl_0071
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	66475	66819	+	WP_011761832.1	WP_011761832.1		hypothetical protein		4617366	PISL_RS00380	345	114	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	66841	67050	+						4617365	PISL_RS00385	210		old_locus_tag=Pisl_0072
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	66841	67050	+	WP_011761833.1	WP_011761833.1		hypothetical protein		4617365	PISL_RS00385	210	69	
