# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	3667	5622	+						13725461	NKOR_RS00030	1956		old_locus_tag=NKOR_00035
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	3667	5622	+	WP_014962326.1	WP_014962326.1		NFACT family protein		13725461	NKOR_RS00030	1956	651	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	5600	5986	-						13725462	NKOR_RS00035	387		old_locus_tag=NKOR_00040
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	5600	5986	-	WP_014962327.1	WP_014962327.1		DUF126 domain-containing protein		13725462	NKOR_RS00035	387	128	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	5983	7137	-						13725463	NKOR_RS00040	1155		old_locus_tag=NKOR_00045
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	5983	7137	-	WP_014962328.1	WP_014962328.1		aconitase X catalytic domain-containing protein		13725463	NKOR_RS00040	1155	384	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	7187	7840	+						13725464	NKOR_RS00045	654		old_locus_tag=NKOR_00050
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	7187	7840	+	WP_198003958.1	WP_198003958.1		endonuclease III		13725464	NKOR_RS00045	654	217	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	8070	15554	+						13725465	NKOR_RS00050	7485		old_locus_tag=NKOR_00055
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	8070	15554	+	WP_148679353.1	WP_148679353.1		hypothetical protein		13725465	NKOR_RS00050	7485	2494	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	15556	17013	-					glyS	13725466	NKOR_RS00055	1458		old_locus_tag=NKOR_00060
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	15556	17013	-	WP_014962331.1	WP_014962331.1		glycine--tRNA ligase	glyS	13725466	NKOR_RS00055	1458	485	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	17044	17883	-						13725467	NKOR_RS00060	840		old_locus_tag=NKOR_00065
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	17044	17883	-	WP_014962332.1	WP_014962332.1		deoxyribonuclease IV		13725467	NKOR_RS00060	840	279	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	17968	18993	+						13725468	NKOR_RS00065	1026		old_locus_tag=NKOR_00070
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	17968	18993	+	WP_014962333.1	WP_014962333.1		DNA primase		13725468	NKOR_RS00065	1026	341	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	18993	20114	+						13725469	NKOR_RS00070	1122		old_locus_tag=NKOR_00075
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	18993	20114	+	WP_014962334.1	WP_014962334.1		DNA primase small subunit		13725469	NKOR_RS00070	1122	373	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	20162	23017	+						13725470	NKOR_RS00075	2856		old_locus_tag=NKOR_00080
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	20162	23017	+	WP_016939502.1	WP_016939502.1		UPF0182 family protein		13725470	NKOR_RS00075	2856	951	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	23018	23560	+						13725471	NKOR_RS00080	543		old_locus_tag=NKOR_00085
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	23018	23560	+	WP_014962336.1	WP_014962336.1		gamma-glutamyl-gamma-aminobutyrate hydrolase family protein		13725471	NKOR_RS00080	543	180	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	23594	24556	+						13725472	NKOR_RS00085	963		old_locus_tag=NKOR_00090
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	23594	24556	+	WP_014962337.1	WP_014962337.1		tetratricopeptide repeat protein		13725472	NKOR_RS00085	963	320	
gene	tRNA	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	24557	24630	-						13725473	NKOR_RS00090	74		old_locus_tag=NKOR_t09867
tRNA		GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	24557	24630	-				tRNA-Gly		13725473	NKOR_RS00090	74		anticodon=CCC
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	24683	24856	+						13725474	NKOR_RS00095	174		old_locus_tag=NKOR_00095
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	24683	24856	+	WP_014962338.1	WP_014962338.1		hypothetical protein		13725474	NKOR_RS00095	174	57	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	25055	25465	+						13725475	NKOR_RS00100	411		old_locus_tag=NKOR_00100
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	25055	25465	+	WP_014962339.1	WP_014962339.1		30S ribosomal protein S6e		13725475	NKOR_RS00100	411	136	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	25497	26759	+						13725476	NKOR_RS00105	1263		old_locus_tag=NKOR_00105
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	25497	26759	+	WP_014962340.1	WP_014962340.1		translation initiation factor IF-2 subunit gamma		13725476	NKOR_RS00105	1263	420	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	26752	27120	+						13725477	NKOR_RS00110	369		old_locus_tag=NKOR_00110
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	26752	27120	+	WP_014962341.1	WP_014962341.1		twitching motility protein PilT		13725477	NKOR_RS00110	369	122	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	27158	27607	+						13725478	NKOR_RS00115	450		old_locus_tag=NKOR_00115
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	27158	27607	+	WP_014962342.1	WP_014962342.1		YbhB/YbcL family Raf kinase inhibitor-like protein		13725478	NKOR_RS00115	450	149	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	27676	29811	+						13725479	NKOR_RS00120	2136		old_locus_tag=NKOR_00120
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	27676	29811	+	WP_014962343.1	WP_014962343.1		membrane protein		13725479	NKOR_RS00120	2136	711	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	29816	29971	-						13725480	NKOR_RS00125	156		old_locus_tag=NKOR_00125
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	29816	29971	-	WP_014962344.1	WP_014962344.1		RNA-protein complex protein Nop10		13725480	NKOR_RS00125	156	51	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	29973	30770	-						13725481	NKOR_RS00130	798		old_locus_tag=NKOR_00130
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	29973	30770	-	WP_014962345.1	WP_014962345.1		translation initiation factor IF-2 subunit alpha		13725481	NKOR_RS00130	798	265	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	30810	31340	-					cobO	13725482	NKOR_RS00135	531		old_locus_tag=NKOR_00135
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	30810	31340	-	WP_014962346.1	WP_014962346.1		cob(I)yrinic acid a,c-diamide adenosyltransferase	cobO	13725482	NKOR_RS00135	531	176	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	31428	32780	+						13725483	NKOR_RS00140	1353		old_locus_tag=NKOR_00140
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	31428	32780	+	WP_014962347.1	WP_014962347.1		cobyrinate a,c-diamide synthase		13725483	NKOR_RS00140	1353	450	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	32769	33410	-						13725484	NKOR_RS00145	642		old_locus_tag=NKOR_00145
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	32769	33410	-	WP_014962348.1	WP_014962348.1		precorrin-8X methylmutase		13725484	NKOR_RS00145	642	213	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	33400	34152	-						13725485	NKOR_RS00150	753		old_locus_tag=NKOR_00150
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	33400	34152	-	WP_014962349.1	WP_014962349.1		sirohydrochlorin cobaltochelatase		13725485	NKOR_RS00150	753	250	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	34149	35201	-						13725486	NKOR_RS00155	1053		old_locus_tag=NKOR_00155
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	34149	35201	-	WP_014962350.1	WP_014962350.1		cobalamin biosynthesis protein		13725486	NKOR_RS00155	1053	350	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	35233	36318	-						13725487	NKOR_RS00160	1086		old_locus_tag=NKOR_00160
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	35233	36318	-	WP_014962351.1	WP_014962351.1		cobalt-precorrin-5B (C(1))-methyltransferase		13725487	NKOR_RS00160	1086	361	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	36407	37276	+						13725488	NKOR_RS00165	870		old_locus_tag=NKOR_00165
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	36407	37276	+	WP_014962352.1	WP_014962352.1		NAD(P)H-binding protein		13725488	NKOR_RS00165	870	289	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	37253	38419	-					metK	13725489	NKOR_RS00170	1167		old_locus_tag=NKOR_00170
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	37253	38419	-	WP_014962353.1	WP_014962353.1		methionine adenosyltransferase	metK	13725489	NKOR_RS00170	1167	388	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	38435	38680	-						13725490	NKOR_RS00175	246		old_locus_tag=NKOR_00175
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	38435	38680	-	WP_012214473.1	WP_012214473.1		U6 snRNA-associated Sm-like protein LSm6		13725490	NKOR_RS00175	246	81	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	38789	39436	+						13725491	NKOR_RS00180	648		old_locus_tag=NKOR_00180
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	38789	39436	+	WP_014962354.1	WP_014962354.1		AAA family ATPase		13725491	NKOR_RS00180	648	215	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	39535	42276	+						13725492	NKOR_RS00185	2742		old_locus_tag=NKOR_00185
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	39535	42276	+	WP_014962355.1	WP_014962355.1		DEAD/DEAH box helicase		13725492	NKOR_RS00185	2742	913	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	42273	43673	-						13725493	NKOR_RS00190	1401		old_locus_tag=NKOR_00190
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	42273	43673	-	WP_014962356.1	WP_014962356.1		single-stranded DNA-binding protein		13725493	NKOR_RS00190	1401	466	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	43888	44625	+						41583260	NKOR_RS00195	738		
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	43888	44625	+	WP_232212226.1	WP_232212226.1		ABC transporter ATP-binding protein		41583260	NKOR_RS00195	738	245	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	44619	44825	+						70692787	NKOR_RS10170	207		
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	44619	44825	+	WP_232212227.1	WP_232212227.1		hypothetical protein		70692787	NKOR_RS10170	207	68	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	44902	45570	+						13725494	NKOR_RS00200	669		old_locus_tag=NKOR_00205
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	44902	45570	+	WP_232203012.1	WP_232203012.1		ABC transporter permease		13725494	NKOR_RS00200	669	222	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	45580	46317	-						13725495	NKOR_RS00205	738		old_locus_tag=NKOR_00210
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	45580	46317	-	WP_014962358.1	WP_014962358.1		GDP-mannose dehydrogenase		13725495	NKOR_RS00205	738	245	
gene	tRNA	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	46385	46457	-						13725496	NKOR_RS00210	73		old_locus_tag=NKOR_t09869
tRNA		GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	46385	46457	-				tRNA-Gln		13725496	NKOR_RS00210	73		anticodon=TTG
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	46524	47552	-						13725497	NKOR_RS00215	1029		old_locus_tag=NKOR_00215
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	46524	47552	-	WP_016939863.1	WP_016939863.1		DUF354 domain-containing protein		13725497	NKOR_RS00215	1029	342	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	47616	48755	+						13725498	NKOR_RS00220	1140		old_locus_tag=NKOR_00220
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	47616	48755	+	WP_016939505.1	WP_016939505.1		hypothetical protein		13725498	NKOR_RS00220	1140	379	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	48791	49342	+						13725499	NKOR_RS00225	552		old_locus_tag=NKOR_00225
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	48791	49342	+	WP_014962361.1	WP_014962361.1		nucleotide exchange factor GrpE		13725499	NKOR_RS00225	552	183	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	49352	51226	+					dnaK	13725500	NKOR_RS00230	1875		old_locus_tag=NKOR_00230
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	49352	51226	+	WP_014962362.1	WP_014962362.1		molecular chaperone DnaK	dnaK	13725500	NKOR_RS00230	1875	624	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	51276	52361	+					dnaJ	13725501	NKOR_RS00235	1086		old_locus_tag=NKOR_00235
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	51276	52361	+	WP_014962363.1	WP_014962363.1		molecular chaperone DnaJ	dnaJ	13725501	NKOR_RS00235	1086	361	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	52368	52901	+						13725502	NKOR_RS00240	534		old_locus_tag=NKOR_00240
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	52368	52901	+	WP_014962364.1	WP_014962364.1		hypothetical protein		13725502	NKOR_RS00240	534	177	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	52898	53038	-						58787082	NKOR_RS09795	141		old_locus_tag=NKOR_00245
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	52898	53038	-	WP_014962365.1	WP_014962365.1		hypothetical protein		58787082	NKOR_RS09795	141	46	
gene	tRNA	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	53132	53216	+						13725504	NKOR_RS00245	85		old_locus_tag=NKOR_t09871
tRNA		GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	53132	53216	+				tRNA-Leu		13725504	NKOR_RS00245	85		anticodon=CAG
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	53221	55125	-					gatE	13725505	NKOR_RS00250	1905		old_locus_tag=NKOR_00250
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	53221	55125	-	WP_014962366.1	WP_014962366.1		Glu-tRNA(Gln) amidotransferase subunit GatE	gatE	13725505	NKOR_RS00250	1905	634	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	55134	56423	-					gatD	13725506	NKOR_RS00255	1290		old_locus_tag=NKOR_00255
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	55134	56423	-	WP_014962367.1	WP_014962367.1		Glu-tRNA(Gln) amidotransferase subunit GatD	gatD	13725506	NKOR_RS00255	1290	429	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	56446	57849	-						13725507	NKOR_RS00260	1404		old_locus_tag=NKOR_00260
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	56446	57849	-	WP_014962368.1	WP_014962368.1		MBL fold metallo-hydrolase		13725507	NKOR_RS00260	1404	467	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	57915	60083	-						13725508	NKOR_RS00265	2169		old_locus_tag=NKOR_00265
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	57915	60083	-	WP_014962369.1	WP_014962369.1		CDC48 family AAA ATPase		13725508	NKOR_RS00265	2169	722	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	60189	60923	+						13725509	NKOR_RS00270	735		old_locus_tag=NKOR_00270
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	60189	60923	+	WP_014962370.1	WP_014962370.1		50S ribosomal protein L2		13725509	NKOR_RS00270	735	244	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	60974	61252	+						13725510	NKOR_RS00275	279		old_locus_tag=NKOR_00275
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	60974	61252	+	WP_014962371.1	WP_014962371.1		acylphosphatase		13725510	NKOR_RS00275	279	92	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	61249	61581	-						13725511	NKOR_RS00280	333		old_locus_tag=NKOR_00280
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	61249	61581	-	WP_014962372.1	WP_014962372.1		DUF5655 domain-containing protein		13725511	NKOR_RS00280	333	110	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	61675	62589	-						13725512	NKOR_RS00285	915		old_locus_tag=NKOR_00285
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	61675	62589	-	WP_014962373.1	WP_014962373.1		TIGR00269 family protein		13725512	NKOR_RS00285	915	304	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	62633	63892	-						13725513	NKOR_RS00290	1260		old_locus_tag=NKOR_00290
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	62633	63892	-	WP_232203002.1	WP_232203002.1		site-2 protease family protein		13725513	NKOR_RS00290	1260	419	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	63873	64184	+						13725514	NKOR_RS00295	312		old_locus_tag=NKOR_00295
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	63873	64184	+	WP_014962375.1	WP_014962375.1		divalent-cation tolerance protein CutA		13725514	NKOR_RS00295	312	103	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	64181	64375	-						70692788	NKOR_RS10175	195		
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	64181	64375	-	WP_232212228.1	WP_232212228.1		hypothetical protein		70692788	NKOR_RS10175	195	64	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	64312	65229	-						41583261	NKOR_RS00300	918		
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	64312	65229	-	WP_232212229.1	WP_232212229.1		mRNA surveillance protein Pelota		41583261	NKOR_RS00300	918	305	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	65262	65675	-						13725515	NKOR_RS00305	414		old_locus_tag=NKOR_00310
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	65262	65675	-	WP_014962376.1	WP_014962376.1		hypothetical protein		13725515	NKOR_RS00305	414	137	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	65834	67021	+						13725516	NKOR_RS00310	1188		old_locus_tag=NKOR_00315
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	65834	67021	+	WP_083879815.1	WP_083879815.1		RNA-guided endonuclease TnpB family protein		13725516	NKOR_RS00310	1188	395	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	67172	67591	+						13725517	NKOR_RS00315	420		old_locus_tag=NKOR_00320
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	67172	67591	+	WP_014962378.1	WP_014962378.1		secondary thiamine-phosphate synthase enzyme YjbQ		13725517	NKOR_RS00315	420	139	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	67596	67760	-						58787083	NKOR_RS09800	165		old_locus_tag=NKOR_00325
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	67596	67760	-	WP_008296916.1	WP_008296916.1		hypothetical protein		58787083	NKOR_RS09800	165	54	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	67803	68261	-						13725519	NKOR_RS00320	459		old_locus_tag=NKOR_00330
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	67803	68261	-	WP_014962379.1	WP_014962379.1		metal-dependent transcriptional regulator		13725519	NKOR_RS00320	459	152	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	68264	69031	-						13725520	NKOR_RS00325	768		old_locus_tag=NKOR_00335
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	68264	69031	-	WP_014962380.1	WP_014962380.1		helix-turn-helix domain-containing protein		13725520	NKOR_RS00325	768	255	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	69239	70810	+						13725521	NKOR_RS00330	1572		old_locus_tag=NKOR_00340
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	69239	70810	+	WP_014962381.1	WP_014962381.1		radical SAM protein		13725521	NKOR_RS00330	1572	523	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	70871	71302	+						13725522	NKOR_RS00335	432		old_locus_tag=NKOR_00345
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	70871	71302	+	WP_232203003.1	WP_232203003.1		hypothetical protein		13725522	NKOR_RS00335	432	143	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	71374	72390	+						13725523	NKOR_RS00340	1017		old_locus_tag=NKOR_00350
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	71374	72390	+	WP_014962383.1	WP_014962383.1		glycosyltransferase family 4 protein		13725523	NKOR_RS00340	1017	338	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	72443	73774	+						13725524	NKOR_RS00345	1332		old_locus_tag=NKOR_00355
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	72443	73774	+	WP_016939510.1	WP_016939510.1		B12-binding domain-containing radical SAM protein		13725524	NKOR_RS00345	1332	443	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	73797	74954	+						13725525	NKOR_RS00350	1158		old_locus_tag=NKOR_00360
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	73797	74954	+	WP_014962385.1	WP_014962385.1		DegT/DnrJ/EryC1/StrS family aminotransferase		13725525	NKOR_RS00350	1158	385	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	75020	76033	+						13725526	NKOR_RS00355	1014		old_locus_tag=NKOR_00365
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	75020	76033	+	WP_232203004.1	WP_232203004.1		polysaccharide biosynthesis protein		13725526	NKOR_RS00355	1014	337	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	76021	76932	-						13725527	NKOR_RS00360	912		old_locus_tag=NKOR_00370
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	76021	76932	-	WP_014962387.1	WP_014962387.1		hypothetical protein		13725527	NKOR_RS00360	912	303	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	76983	77621	-						13725528	NKOR_RS00365	639		old_locus_tag=NKOR_00375
